emp_no,salary
23411,60719
23412,45720
23413,50953
23414,58205
23415,40000
23416,62692
23417,43561
23418,44772
23419,56559
23420,43571
23421,42253
23422,64596
23423,65861
23424,61060
23425,40000
23426,44553
23427,74237
23428,57558
23429,52519
23430,52031
23431,40000
23432,74710
23433,51941
23434,42264
23435,54495
23436,42345
23437,62604
23438,42606
23439,67634
23440,69184
23441,43192
23442,40000
23443,48181
23444,84223
23445,62918
23446,57893
23447,64189
23448,55573
23449,40000
23450,71737
23451,76767
23452,58036
23453,48776
23454,74964
23455,44109
23456,59689
23457,40000
23458,40000
23459,102854
23460,62890
23461,42906
23462,40000
23463,71975
23464,93212
23465,89534
23466,56208
23467,40000
23468,67814
23469,40000
23470,58086
23471,59263
23472,76981
23473,58426
23474,69168
23475,67422
23476,47149
23477,63845
23478,51692
23479,40000
23480,53631
23481,56999
23482,62427
23483,48145
23484,58230
23485,49018
23486,56487
23487,71069
23488,40000
23489,40000
23490,40000
23491,41014
23492,58449
23493,40000
23494,74123
23495,91671
23496,68252
23497,50722
23498,56011
23499,43719
23500,88307
23501,42775
23502,71076
23503,66179
23504,62604
23505,108941
23506,40000
23507,40000
23508,71990
23509,41713
23510,83972
23511,43560
23512,62705
23513,40000
23514,58098
23515,40000
23516,41942
23517,56951
23518,76391
23519,46612
23520,54252
23521,40000
23522,86150
23523,53544
23524,52087
23525,63025
23526,40000
23527,40000
23528,40000
23529,73729
23530,60693
23531,54256
23532,65085
23533,51814
23534,40000
23535,41565
23536,40000
23537,72962
23538,46145
23539,52325
23540,43095
23541,40000
23542,70955
23543,74063
23544,40000
23545,83617
23546,40000
23547,49064
23548,40000
23549,58014
23550,54803
23551,40000
23552,78322
23553,48844
23554,53968
23555,50832
23556,50895
23557,63292
23558,40000
23559,45681
23560,49208
23561,48337
23562,44355
23563,70340
23564,57319
23565,98190
23566,56187
23567,62749
23568,40000
23569,55731
23570,40000
23571,40000
23572,45005
23573,40000
23574,84926
23575,66753
23576,40000
23577,40000
23578,40000
23579,54022
23580,90682
23581,69404
23582,40000
23583,50574
23584,45910
23585,57431
23586,42074
23587,67556
23588,61775
23589,48998
23590,69474
23591,58092
23592,68278
23593,88230
23594,73864
23595,54324
23596,40000
23597,64529
23598,42302
23599,61703
23600,40000
23601,42853
23602,47198
23603,76178
23604,70055
23605,92200
23606,40737
23607,45465
23608,61000
23609,40000
23610,81656
23611,71040
23612,40000
23613,40000
23614,47911
23615,59958
23616,61175
23617,40892
23618,54787
23619,40000
23620,77230
23621,60957
23622,44078
23623,82192
23624,45955
23625,63880
23626,40000
23627,40000
23628,75581
23629,44867
23630,61578
23631,40000
23632,46670
23633,45809
23634,51688
23635,86069
23636,40000
23637,42819
23638,58864
23639,48783
23640,48632
23641,46878
23642,48854
23643,43055
23644,63412
23645,46497
23646,73869
23647,40000
23648,40000
23649,55877
23650,46037
23651,59198
23652,98946
23653,87055
23654,43993
23655,84924
23656,50614
23657,44040
23658,58167
23659,40000
23660,40000
23661,40000
23662,40000
23663,57706
23664,55441
23665,74041
23666,48498
23667,53065
23668,51574
23669,40000
23670,40000
23671,40000
23672,40000
23673,67806
23674,40000
23675,40000
23676,90184
23677,96782
23678,46927
23679,40000
23680,49111
23681,40000
23682,45100
23683,40000
23684,52280
23685,51440
23686,40000
23687,45484
23688,64673
23689,79479
23690,40000
23691,60076
23692,43618
23693,40000
23694,72299
23695,40000
23696,64325
23697,56151
23698,40000
23699,62695
23700,44247
23701,51588
23702,40000
23703,40000
23704,72755
23705,51011
23706,66344
23707,46238
23708,41530
23709,40000
23710,68416
23711,41109
23712,59772
23713,40000
23714,47444
23715,46622
23716,47821
23717,58355
23718,40000
23719,66639
23720,40000
23721,61282
23722,44584
23723,44666
23724,40000
23725,95908
23726,58415
23727,44627
23728,69784
23729,54507
23730,46296
23731,50496
23732,50639
23733,48848
23734,85924
23735,40000
23736,40000
23737,40000
23738,51301
23739,76242
23740,50650
23741,67369
23742,40000
23743,61198
23744,90745
23745,43314
23746,40000
23747,54727
23748,78958
23749,40000
23750,46225
23751,40000
23752,48598
23753,64455
23754,40000
23755,40000
23756,45770
23757,47056
23758,40000
23759,57786
23760,57720
23761,76893
23762,40000
23763,51515
23764,47732
23765,45377
23766,48008
23767,107534
23768,52902
23769,76929
23770,40000
23771,40000
23772,40000
23773,41166
23774,40000
23775,40000
23776,40000
23777,40000
23778,103169
23779,72662
23780,50581
23781,40000
23782,40000
23783,45359
23784,40000
23785,58076
23786,85718
23787,56307
23788,76427
23789,55867
23790,40000
23791,55247
23792,49217
23793,55304
23794,40000
23795,40000
23796,68786
23797,56625
23798,40000
23799,51121
23800,61582
23801,58567
23802,44085
23803,40000
23804,42246
23805,40000
23806,45461
23807,68534
23808,68561
23809,63216
23810,40000
23811,40000
23812,92255
23813,40000
23814,78947
23815,73954
23816,40000
23817,71444
23818,75498
23819,40000
23820,45592
23821,62585
23822,57773
23823,40000
23824,40000
23825,43237
23826,40000
23827,40000
23828,40000
23829,40000
23830,60728
23831,71369
23832,56084
23833,46869
23834,98291
23835,40000
23836,43480
23837,62765
23838,40000
23839,75544
23840,43469
23841,40000
23842,40000
23843,77598
23844,53410
23845,60364
23846,60127
23847,59813
23848,60191
23849,59001
23850,57258
23851,45887
23852,40000
23853,41173
23854,64834
23855,40000
23856,61115
23857,46531
23858,61292
23859,40000
23860,66328
23861,50245
23862,40000
23863,41568
23864,53850
23865,63876
23866,65554
23867,44600
23868,49745
23869,40000
23870,75916
23871,49073
23872,60200
23873,57381
23874,47981
23875,40000
23876,50600
23877,82724
23878,50042
23879,51842
23880,40000
23881,56278
23882,57208
23883,40783
23884,42403
23885,46362
23886,71380
23887,66057
23888,40000
23889,44788
23890,72278
23891,51841
23892,40000
23893,47607
23894,40000
23895,40000
23896,40000
23897,83330
23898,70929
23899,40765
23900,40265
23901,40000
23902,40000
23903,80865
23904,40000
23905,40000
23906,50070
23907,68827
23908,47690
23909,40000
23910,42803
23911,76163
23912,54462
23913,40000
23914,41066
23915,40128
23916,40000
23917,53021
23918,61268
23919,74781
23920,82168
23921,79054
23922,45561
23923,40000
23924,40000
23925,48956
23926,81269
23927,52804
23928,40000
23929,77835
23930,40000
23931,40000
23932,40000
23933,44307
23934,44512
23935,40000
23936,44666
23937,60597
23938,49319
23939,50300
23940,50848
23941,53210
23942,68917
23943,64997
23944,55554
23945,46760
23946,41631
23947,40000
23948,83651
23949,40869
23950,40000
23951,40000
23952,70411
23953,41145
23954,40000
23955,67055
23956,79051
23957,42838
23958,40000
23959,61256
23960,102652
23961,68606
23962,46916
23963,40000
23964,42684
23965,40000
23966,55993
23967,76968
23968,49505
23969,61491
23970,40000
23971,47145
23972,79025
23973,44459
23974,69350
23975,45491
23976,74792
23977,84078
23978,40000
23979,40000
23980,40000
23981,44797
23982,40000
23983,64495
23984,40000
23985,56013
23986,42303
23987,40000
23988,48259
23989,40000
23990,40000
23991,40000
23992,58746
23993,40000
23994,40000
23995,63784
23996,40000
23997,45485
23998,95371
23999,54051
24000,43790
24001,42026
24002,47199
24003,59452
24004,47440
24005,40000
24006,92181
24007,49687
24008,40131
24009,63231
24010,40000
24011,41752
24012,44768
24013,40000
24014,47406
24015,72669
24016,76941
24017,40000
24018,40000
24019,63285
24020,40000
24021,40000
24022,47881
24023,40000
24024,40000
24025,69930
24026,56959
24027,44275
24028,46472
24029,57431
24030,65840
24031,70260
24032,49688
24033,52489
24034,40000
24035,55740
24036,40000
24037,48070
24038,47166
24039,47091
24040,40000
24041,40000
24042,53639
24043,40000
24044,62056
24045,40000
24046,42721
24047,43000
24048,40000
24049,71364
24050,40000
24051,49541
24052,55105
24053,54857
24054,45536
24055,71838
24056,91264
24057,68556
24058,40000
24059,40000
24060,40000
24061,40000
24062,61855
24063,56335
24064,40000
24065,40000
24066,40000
24067,50205
24068,59326
24069,50808
24070,40000
24071,40000
24072,42591
24073,54426
24074,69304
24075,50043
24076,41020
24077,73732
24078,62737
24079,55633
24080,47203
24081,40000
24082,55277
24083,56986
24084,44034
24085,68612
24086,43279
24087,45896
24088,45217
24089,49168
24090,48916
24091,40000
24092,60236
24093,40000
24094,40000
24095,40000
24096,58936
24097,48551
24098,40000
24099,111525
24100,68063
24101,43919
24102,70671
24103,40000
24104,55685
24105,66810
24106,83728
24107,40000
24108,44261
24109,40000
24110,65941
24111,70160
24112,45327
24113,72343
24114,70972
24115,55510
24116,40000
24117,45562
24118,77728
24119,55932
24120,40000
24121,63748
24122,40000
24123,74890
24124,63539
24125,53159
24126,40599
24127,41720
24128,49841
24129,40000
24130,58807
24131,55570
24132,40000
24133,40000
24134,42531
24135,40166
24136,57963
24137,40000
24138,54713
24139,40000
24140,59707
24141,41018
24142,40000
24143,40648
24144,40000
24145,40985
24146,50734
24147,73089
24148,40000
24149,58768
24150,69647
24151,40000
24152,40000
24153,63144
24154,79702
24155,66159
24156,42938
24157,65186
24158,59654
24159,67657
24160,40000
24161,67922
24162,40000
24163,42108
24164,65017
24165,52084
24166,57476
24167,55706
24168,63022
24169,43175
24170,40000
24171,40000
24172,40000
24173,40000
24174,43944
24175,40000
24176,69004
24177,49836
24178,49316
24179,63352
24180,71966
24181,59590
24182,40000
24183,48461
24184,103152
24185,50885
24186,40000
24187,69613
24188,46625
24189,40000
24190,67127
24191,43895
24192,42943
24193,40642
24194,40237
24195,40000
24196,68657
24197,40000
24198,44576
24199,43068
24200,40000
24201,60016
24202,45475
24203,82901
24204,40000
24205,49424
24206,55869
24207,40389
24208,50756
24209,40000
24210,84343
24211,40000
24212,52857
24213,66048
24214,46054
24215,70276
24216,40000
24217,72668
24218,40000
24219,40000
24220,41183
24221,46511
24222,40000
24223,40636
24224,49619
24225,98584
24226,40000
24227,40000
24228,61892
24229,57582
24230,70969
24231,58547
24232,40000
24233,79159
24234,50587
24235,58722
24236,54270
24237,40000
24238,53391
24239,44538
24240,40000
24241,73515
24242,46900
24243,65990
24244,42606
24245,40000
24246,67284
24247,76925
24248,49780
24249,54638
24250,40000
24251,56717
24252,68102
24253,57744
24254,40000
24255,40000
24256,40200
24257,44042
24258,40000
24259,60921
24260,40000
24261,68689
24262,62076
24263,42675
24264,48674
24265,72952
24266,69637
24267,46834
24268,40000
24269,51386
24270,40000
24271,71040
24272,48912
24273,40000
24274,40000
24275,47678
24276,73167
24277,40000
24278,66785
24279,74482
24280,65901
24281,57860
24282,62174
24283,70591
24284,73889
24285,58599
24286,64632
24287,53160
24288,47741
24289,40000
24290,73967
24291,62420
24292,57094
24293,40000
24294,68371
24295,40000
24296,40000
24297,65091
24298,40000
24299,40000
24300,40000
24301,49450
24302,40000
24303,40000
24304,80351
24305,56006
24306,40000
24307,60487
24308,40000
24309,40000
24310,62568
24311,87043
24312,40000
24313,46597
24314,75887
24315,55860
24316,40000
24317,48693
24318,42766
24319,49122
24320,70992
24321,40000
24322,40000
24323,40000
24324,67721
24325,40000
24326,80206
24327,40000
24328,40000
24329,40000
24330,66078
24331,54490
24332,61655
24333,56458
24334,73699
24335,40000
24336,40000
24337,50060
24338,40014
24339,45366
24340,65406
24341,57826
24342,40000
24343,52170
24344,62074
24345,66447
24346,58410
24347,40000
24348,47956
24349,46425
24350,40000
24351,47713
24352,40000
24353,40000
24354,40000
24355,58914
24356,40000
24357,40343
24358,40000
24359,51831
24360,61477
24361,65403
24362,72325
24363,43392
24364,66205
24365,40000
24366,40000
24367,51891
24368,49326
24369,54477
24370,40000
24371,52707
24372,40164
24373,92535
24374,40000
24375,52888
24376,40000
24377,42900
24378,57011
24379,40000
24380,40000
24381,66703
24382,40000
24383,40000
24384,45012
24385,40000
24386,51163
24387,51326
24388,61315
24389,55607
24390,67818
24391,40000
24392,94290
24393,71099
24394,55035
24395,73125
24396,40000
24397,52260
24398,40000
24399,40000
24400,67028
24401,71608
24402,40000
24403,53353
24404,40000
24405,66206
24406,86072
24407,41419
24408,40000
24409,40000
24410,49448
24411,40000
24412,63826
24413,56047
24414,47725
24415,40000
24416,53570
24417,83176
24418,54426
24419,40000
24420,82158
24421,48385
24422,75015
24423,73857
24424,68582
24425,47159
24426,45626
24427,40000
24428,40000
24429,70034
24430,40000
24431,91918
24432,74287
24433,81234
24434,40000
24435,50544
24436,40000
24437,73277
24438,40000
24439,59200
24440,40000
24441,43134
24442,40462
24443,53410
24444,56191
24445,43362
24446,40000
24447,48625
24448,62048
24449,70909
24450,40000
24451,54382
24452,50184
24453,45652
24454,52281
24455,57538
24456,40000
24457,40000
24458,55430
24459,41215
24460,69794
24461,40000
24462,42789
24463,43575
24464,62108
24465,74415
24466,50356
24467,47683
24468,40000
24469,67765
24470,50530
24471,51103
24472,76011
24473,56410
24474,40000
24475,40000
24476,40000
24477,40000
24478,40000
24479,59695
24480,44990
24481,58975
24482,57467
24483,40000
24484,80829
24485,40000
24486,61923
24487,66339
24488,66155
24489,65616
24490,58400
24491,40000
24492,60541
24493,52655
24494,47178
24495,40000
24496,40000
24497,40000
24498,83416
24499,67181
24500,88265
24501,50495
24502,66628
24503,40000
24504,43495
24505,40000
24506,59939
24507,40000
24508,66662
24509,47357
24510,40000
24511,48536
24512,60281
24513,40000
24514,40000
24515,40000
24516,62150
24517,40000
24518,61123
24519,43513
24520,55755
24521,40000
24522,40000
24523,70747
24524,56857
24525,40000
24526,40981
24527,52878
24528,49430
24529,40000
24530,82781
24531,78567
24532,53338
24533,49362
24534,40000
24535,61364
24536,40000
24537,63802
24538,50257
24539,52815
24540,40000
24541,83248
24542,41778
24543,68655
24544,40000
24545,55233
24546,53685
24547,62341
24548,80586
24549,40000
24550,40000
24551,69009
24552,58263
24553,58459
24554,53164
24555,70489
24556,78072
24557,40000
24558,40000
24559,83718
24560,51680
24561,40000
24562,40000
24563,64467
24564,58810
24565,61503
24566,42482
24567,91543
24568,44078
24569,43672
24570,47251
24571,40000
24572,63273
24573,58300
24574,59140
24575,47671
24576,60497
24577,48046
24578,59073
24579,40000
24580,65469
24581,61538
24582,48578
24583,62401
24584,48248
24585,40000
24586,57311
24587,55934
24588,104465
24589,68938
24590,63218
24591,40000
24592,53936
24593,82666
24594,57432
24595,40000
24596,68819
24597,83392
24598,88467
24599,59108
24600,40678
24601,43267
24602,40000
24603,48774
24604,40221
24605,57809
24606,41593
24607,40000
24608,61503
24609,40000
24610,40000
24611,40000
24612,40000
24613,72578
24614,40000
24615,49998
24616,45841
24617,40000
24618,41286
24619,41837
24620,48346
24621,40000
24622,40000
24623,54803
24624,49708
24625,40000
24626,77176
24627,40000
24628,40000
24629,71827
24630,47432
24631,65176
24632,40000
24633,40000
24634,71355
24635,67649
24636,47689
24637,54847
24638,42511
24639,40000
24640,40000
24641,52376
24642,40000
24643,40000
24644,45531
24645,40000
24646,50383
24647,49392
24648,72364
24649,40000
24650,40000
24651,74116
24652,44665
24653,66328
24654,49076
24655,52087
24656,40000
24657,40000
24658,40000
24659,40000
24660,40906
24661,40000
24662,44433
24663,40000
24664,40000
24665,70372
24666,67836
24667,40000
24668,40709
24669,55574
24670,53316
24671,40000
24672,40000
24673,49838
24674,40000
24675,40000
24676,46407
24677,82864
24678,40000
24679,40000
24680,46522
24681,40000
24682,40000
24683,67204
24684,68564
24685,82454
24686,51862
24687,46185
24688,46267
24689,70932
24690,63340
24691,56697
24692,63918
24693,65673
24694,68149
24695,62995
24696,40000
24697,59392
24698,74264
24699,67039
24700,40000
24701,40000
24702,67273
24703,66328
24704,62079
24705,83320
24706,40770
24707,40000
24708,44493
24709,64876
24710,40000
24711,64205
24712,66188
24713,56090
24714,40000
24715,59673
24716,40000
24717,60131
24718,58794
24719,69411
24720,58014
24721,85522
24722,59643
24723,41958
24724,40000
24725,70008
24726,40000
24727,59984
24728,53750
24729,43563
24730,73062
24731,40000
24732,40000
24733,58751
24734,51368
24735,40000
24736,40000
24737,73468
24738,40000
24739,42829
24740,42519
24741,64430
24742,55965
24743,42914
24744,55248
24745,65485
24746,60533
24747,40037
24748,56646
24749,60247
24750,51199
24751,60951
24752,43763
24753,40000
24754,40000
24755,85955
24756,62934
24757,40000
24758,53783
24759,60760
24760,76187
24761,75656
24762,40000
24763,47456
24764,40000
24765,86045
24766,77362
24767,40000
24768,62962
24769,40000
24770,40000
24771,52627
24772,40000
24773,82612
24774,87631
24775,40000
24776,46406
24777,40000
24778,50066
24779,41881
24780,71952
24781,40000
24782,40000
24783,40000
24784,55609
24785,40000
24786,40000
24787,66220
24788,40000
24789,40000
24790,78040
24791,46268
24792,40000
24793,66663
24794,40000
24795,108837
24796,51055
24797,46355
24798,42226
24799,71571
24800,47869
24801,40000
24802,40000
24803,40000
24804,40000
24805,53411
24806,51567
24807,100168
24808,40000
24809,51514
24810,79368
24811,61879
24812,41540
24813,40000
24814,74105
24815,81298
24816,53884
24817,40000
24818,57516
24819,93410
24820,43632
24821,56776
24822,40000
24823,60223
24824,40000
24825,66419
24826,40000
24827,57591
